Metric,Store,Month-Year,FY,Amount (in lakhs)
Aggregator commission,PPM,December 2022,FY23,2.74
Marketing & advertisement,PPM,December 2022,FY23,0.95
Interest cost,PPM,December 2022,FY23,
Gross Sales,FLM,December 2022,FY23,20.4
GST,FLM,December 2022,FY23,0.19
Net Sales,FLM,December 2022,FY23,20.21
COGS (food +packaging),FLM,December 2022,FY23,8.72
store Labor Cost,FLM,December 2022,FY23,3.3
Utility Cost,FLM,December 2022,FY23,1.18
Rent,FLM,December 2022,FY23,1.9
CAM,FLM,December 2022,FY23,
Aggregator commission,FLM,December 2022,FY23,3.4
Marketing & advertisement,FLM,December 2022,FY23,2.58
Interest cost,FLM,December 2022,FY23,
Gross Sales,FDN,December 2022,FY23,31.03
GST,FDN,December 2022,FY23,0.45
Net Sales,FDN,December 2022,FY23,30.58
COGS (food +packaging),FDN,December 2022,FY23,11.62
store Labor Cost,FDN,December 2022,FY23,3.44
Utility Cost,FDN,December 2022,FY23,1.03
Rent,FDN,December 2022,FY23,2.1
CAM,FDN,December 2022,FY23,0.28
Aggregator commission,FDN,December 2022,FY23,4.73
Marketing & advertisement,FDN,December 2022,FY23,1.03
Interest cost,FDN,December 2022,FY23,
Gross Sales,DTK,December 2022,FY23,23.96
GST,DTK,December 2022,FY23,0.36
Net Sales,DTK,December 2022,FY23,23.6
COGS (food +packaging),DTK,December 2022,FY23,9.3
store Labor Cost,DTK,December 2022,FY23,3.47
Utility Cost,DTK,December 2022,FY23,0.96
Rent,DTK,December 2022,FY23,2.1
CAM,DTK,December 2022,FY23,0.23
Aggregator commission,DTK,December 2022,FY23,3.58
Marketing & advertisement,DTK,December 2022,FY23,1.19
Interest cost,DTK,December 2022,FY23,
Gross Sales,EGL,January 2023,FY23,6.73
GST,EGL,January 2023,FY23,0.32
Net Sales,EGL,January 2023,FY23,6.41
COGS (food +packaging),EGL,January 2023,FY23,2.11
store Labor Cost,EGL,January 2023,FY23,1.78
Utility Cost,EGL,January 2023,FY23,0.41
Rent,EGL,January 2023,FY23,0.91
CAM,EGL,January 2023,FY23,
Aggregator commission,EGL,January 2023,FY23,0.0
Marketing & advertisement,EGL,January 2023,FY23,0.11
Interest cost,EGL,January 2023,FY23,
Gross Sales,ITPL,January 2023,FY23,49.92
GST,ITPL,January 2023,FY23,0.86
Net Sales,ITPL,January 2023,FY23,49.06
COGS (food +packaging),ITPL,January 2023,FY23,19.99
store Labor Cost,ITPL,January 2023,FY23,4.53
Utility Cost,ITPL,January 2023,FY23,1.37
Rent,ITPL,January 2023,FY23,4.6
CAM,ITPL,January 2023,FY23,0.0
Aggregator commission,ITPL,January 2023,FY23,7.21
Marketing & advertisement,ITPL,January 2023,FY23,1.08
Interest cost,ITPL,January 2023,FY23,
Gross Sales,RMZ,January 2023,FY23,7.26
GST,RMZ,January 2023,FY23,0.35
Net Sales,RMZ,January 2023,FY23,6.91
COGS (food +packaging),RMZ,January 2023,FY23,2.47
store Labor Cost,RMZ,January 2023,FY23,1.9
Utility Cost,RMZ,January 2023,FY23,0.33
Rent,RMZ,January 2023,FY23,0.0
CAM,RMZ,January 2023,FY23,0.19
Aggregator commission,RMZ,January 2023,FY23,0.0
Marketing & advertisement,RMZ,January 2023,FY23,0.01
Interest cost,RMZ,January 2023,FY23,
Gross Sales,KOR,January 2023,FY23,28.08
GST,KOR,January 2023,FY23,0.32
Net Sales,KOR,January 2023,FY23,27.76
COGS (food +packaging),KOR,January 2023,FY23,10.54
store Labor Cost,KOR,January 2023,FY23,2.68
Utility Cost,KOR,January 2023,FY23,1.24
Rent,KOR,January 2023,FY23,1.3
CAM,KOR,January 2023,FY23,
Aggregator commission,KOR,January 2023,FY23,4.53
Marketing & advertisement,KOR,January 2023,FY23,0.62
Interest cost,KOR,January 2023,FY23,
Gross Sales,INB,January 2023,FY23,
GST,INB,January 2023,FY23,
Net Sales,INB,January 2023,FY23,
COGS (food +packaging),INB,January 2023,FY23,0.0
store Labor Cost,INB,January 2023,FY23,0.0
Utility Cost,INB,January 2023,FY23,0.0
Rent,INB,January 2023,FY23,
CAM,INB,January 2023,FY23,
Aggregator commission,INB,January 2023,FY23,
Marketing & advertisement,INB,January 2023,FY23,
Interest cost,INB,January 2023,FY23,
Gross Sales,DIV,January 2023,FY23,22.01
GST,DIV,January 2023,FY23,0.35
Net Sales,DIV,January 2023,FY23,21.65
COGS (food +packaging),DIV,January 2023,FY23,8.25
store Labor Cost,DIV,January 2023,FY23,2.85
Utility Cost,DIV,January 2023,FY23,1.49
Rent,DIV,January 2023,FY23,1.02
CAM,DIV,January 2023,FY23,0.14
Aggregator commission,DIV,January 2023,FY23,3.11
Marketing & advertisement,DIV,January 2023,FY23,1.11
Interest cost,DIV,January 2023,FY23,
Gross Sales,IND,January 2023,FY23,40.38
GST,IND,January 2023,FY23,0.46
Net Sales,IND,January 2023,FY23,39.93
COGS (food +packaging),IND,January 2023,FY23,15.3
store Labor Cost,IND,January 2023,FY23,4.3
Utility Cost,IND,January 2023,FY23,1.59
Rent,IND,January 2023,FY23,1.39
CAM,IND,January 2023,FY23,0.0
Aggregator commission,IND,January 2023,FY23,6.84
Marketing & advertisement,IND,January 2023,FY23,1.15
Interest cost,IND,January 2023,FY23,
Gross Sales,BAG,January 2023,FY23,2.86
GST,BAG,January 2023,FY23,0.14
Net Sales,BAG,January 2023,FY23,2.73
COGS (food +packaging),BAG,January 2023,FY23,1.03
store Labor Cost,BAG,January 2023,FY23,1.38
Utility Cost,BAG,January 2023,FY23,0.35
Rent,BAG,January 2023,FY23,0.32
CAM,BAG,January 2023,FY23,
Aggregator commission,BAG,January 2023,FY23,0.0
Marketing & advertisement,BAG,January 2023,FY23,0.0
Interest cost,BAG,January 2023,FY23,
Gross Sales,DLF,January 2023,FY23,
GST,DLF,January 2023,FY23,0.0
Net Sales,DLF,January 2023,FY23,
COGS (food +packaging),DLF,January 2023,FY23,0.0
store Labor Cost,DLF,January 2023,FY23,0.0
Utility Cost,DLF,January 2023,FY23,0.0
Rent,DLF,January 2023,FY23,
CAM,DLF,January 2023,FY23,0.0
Aggregator commission,DLF,January 2023,FY23,
Marketing & advertisement,DLF,January 2023,FY23,
Interest cost,DLF,January 2023,FY23,
Gross Sales,MAN,January 2023,FY23,16.75
GST,MAN,January 2023,FY23,0.48
Net Sales,MAN,January 2023,FY23,16.27
COGS (food +packaging),MAN,January 2023,FY23,6.18
store Labor Cost,MAN,January 2023,FY23,2.58
Utility Cost,MAN,January 2023,FY23,0.58
Rent,MAN,January 2023,FY23,2.13
CAM,MAN,January 2023,FY23,
Aggregator commission,MAN,January 2023,FY23,1.45
Marketing & advertisement,MAN,January 2023,FY23,0.5
Interest cost,MAN,January 2023,FY23,
Gross Sales,MTP,January 2023,FY23,7.86
GST,MTP,January 2023,FY23,0.37
Net Sales,MTP,January 2023,FY23,7.48
COGS (food +packaging),MTP,January 2023,FY23,2.49
store Labor Cost,MTP,January 2023,FY23,1.63
Utility Cost,MTP,January 2023,FY23,0.45
Rent,MTP,January 2023,FY23,1.06
CAM,MTP,January 2023,FY23,0.0
Aggregator commission,MTP,January 2023,FY23,0.0
Marketing & advertisement,MTP,January 2023,FY23,0.08
Interest cost,MTP,January 2023,FY23,
Gross Sales,ETV,January 2023,FY23,
GST,ETV,January 2023,FY23,0.0
Net Sales,ETV,January 2023,FY23,
COGS (food +packaging),ETV,January 2023,FY23,0.0
store Labor Cost,ETV,January 2023,FY23,0.0
Utility Cost,ETV,January 2023,FY23,0.0
Rent,ETV,January 2023,FY23,
CAM,ETV,January 2023,FY23,0.0
Aggregator commission,ETV,January 2023,FY23,
Marketing & advertisement,ETV,January 2023,FY23,
Interest cost,ETV,January 2023,FY23,
Gross Sales,VIR,January 2023,FY23,33.65
GST,VIR,January 2023,FY23,0.76
Net Sales,VIR,January 2023,FY23,32.89
COGS (food +packaging),VIR,January 2023,FY23,13.03
store Labor Cost,VIR,January 2023,FY23,2.98
Utility Cost,VIR,January 2023,FY23,1.03
Rent,VIR,January 2023,FY23,1.0
CAM,VIR,January 2023,FY23,
Aggregator commission,VIR,January 2023,FY23,3.79
Marketing & advertisement,VIR,January 2023,FY23,1.24
Interest cost,VIR,January 2023,FY23,
Gross Sales,ARK,January 2023,FY23,30.88
GST,ARK,January 2023,FY23,0.32
Net Sales,ARK,January 2023,FY23,30.56
COGS (food +packaging),ARK,January 2023,FY23,11.21
store Labor Cost,ARK,January 2023,FY23,2.94
Utility Cost,ARK,January 2023,FY23,1.68
Rent,ARK,January 2023,FY23,1.36
CAM,ARK,January 2023,FY23,0.0
Aggregator commission,ARK,January 2023,FY23,5.19
Marketing & advertisement,ARK,January 2023,FY23,0.67
Interest cost,ARK,January 2023,FY23,
Gross Sales,SIG,January 2023,FY23,19.26
GST,SIG,January 2023,FY23,0.28
Net Sales,SIG,January 2023,FY23,18.99
COGS (food +packaging),SIG,January 2023,FY23,6.89
store Labor Cost,SIG,January 2023,FY23,2.52
Utility Cost,SIG,January 2023,FY23,1.15
Rent,SIG,January 2023,FY23,1.71
CAM,SIG,January 2023,FY23,0.17
Aggregator commission,SIG,January 2023,FY23,2.85
Marketing & advertisement,SIG,January 2023,FY23,0.95
Interest cost,SIG,January 2023,FY23,
Gross Sales,HSR,January 2023,FY23,46.1
GST,HSR,January 2023,FY23,0.46
Net Sales,HSR,January 2023,FY23,45.64
COGS (food +packaging),HSR,January 2023,FY23,16.82
store Labor Cost,HSR,January 2023,FY23,3.55
Utility Cost,HSR,January 2023,FY23,1.65
Rent,HSR,January 2023,FY23,1.94
CAM,HSR,January 2023,FY23,0.0
Aggregator commission,HSR,January 2023,FY23,7.81
Marketing & advertisement,HSR,January 2023,FY23,1.18
Interest cost,HSR,January 2023,FY23,
Gross Sales,CVR,January 2023,FY23,10.41
GST,CVR,January 2023,FY23,0.5
Net Sales,CVR,January 2023,FY23,9.91
COGS (food +packaging),CVR,January 2023,FY23,3.39
store Labor Cost,CVR,January 2023,FY23,2.03
Utility Cost,CVR,January 2023,FY23,0.95
Rent,CVR,January 2023,FY23,1.0
CAM,CVR,January 2023,FY23,
Aggregator commission,CVR,January 2023,FY23,0.0
Marketing & advertisement,CVR,January 2023,FY23,0.1
Interest cost,CVR,January 2023,FY23,
Gross Sales,SJP,January 2023,FY23,
GST,SJP,January 2023,FY23,0.0
Net Sales,SJP,January 2023,FY23,
COGS (food +packaging),SJP,January 2023,FY23,0.0
store Labor Cost,SJP,January 2023,FY23,0.0
Utility Cost,SJP,January 2023,FY23,0.0
Rent,SJP,January 2023,FY23,
CAM,SJP,January 2023,FY23,0.0
Aggregator commission,SJP,January 2023,FY23,0.0
Marketing & advertisement,SJP,January 2023,FY23,
Interest cost,SJP,January 2023,FY23,
Gross Sales,ORW,January 2023,FY23,23.71
GST,ORW,January 2023,FY23,0.67
Net Sales,ORW,January 2023,FY23,23.04
COGS (food +packaging),ORW,January 2023,FY23,8.64
store Labor Cost,ORW,January 2023,FY23,3.09
Utility Cost,ORW,January 2023,FY23,1.2
Rent,ORW,January 2023,FY23,4.12
CAM,ORW,January 2023,FY23,1.08
Aggregator commission,ORW,January 2023,FY23,2.02
Marketing & advertisement,ORW,January 2023,FY23,0.5
Interest cost,ORW,January 2023,FY23,
Gross Sales,EST,January 2023,FY23,21.07
GST,EST,January 2023,FY23,0.22
Net Sales,EST,January 2023,FY23,20.84
COGS (food +packaging),EST,January 2023,FY23,7.8
store Labor Cost,EST,January 2023,FY23,2.18
Utility Cost,EST,January 2023,FY23,1.4
Rent,EST,January 2023,FY23,1.5
CAM,EST,January 2023,FY23,0.38
Aggregator commission,EST,January 2023,FY23,3.57
Marketing & advertisement,EST,January 2023,FY23,0.99
Interest cost,EST,January 2023,FY23,
Gross Sales,ORE,January 2023,FY23,
GST,ORE,January 2023,FY23,0.0
Net Sales,ORE,January 2023,FY23,
COGS (food +packaging),ORE,January 2023,FY23,0.0
store Labor Cost,ORE,January 2023,FY23,0.0
Utility Cost,ORE,January 2023,FY23,0.0
Rent,ORE,January 2023,FY23,
CAM,ORE,January 2023,FY23,
Aggregator commission,ORE,January 2023,FY23,
Marketing & advertisement,ORE,January 2023,FY23,
Interest cost,ORE,January 2023,FY23,
Gross Sales,AUR,January 2023,FY23,
GST,AUR,January 2023,FY23,0.0
Net Sales,AUR,January 2023,FY23,
COGS (food +packaging),AUR,January 2023,FY23,0.0
store Labor Cost,AUR,January 2023,FY23,0.0
Utility Cost,AUR,January 2023,FY23,0.0
Rent,AUR,January 2023,FY23,
CAM,AUR,January 2023,FY23,
Aggregator commission,AUR,January 2023,FY23,
Marketing & advertisement,AUR,January 2023,FY23,
Interest cost,AUR,January 2023,FY23,
Gross Sales,JPN,January 2023,FY23,31.97
GST,JPN,January 2023,FY23,0.45
Net Sales,JPN,January 2023,FY23,31.52
COGS (food +packaging),JPN,January 2023,FY23,12.08
store Labor Cost,JPN,January 2023,FY23,3.02
Utility Cost,JPN,January 2023,FY23,1.74
Rent,JPN,January 2023,FY23,3.19
CAM,JPN,January 2023,FY23,0.0
Aggregator commission,JPN,January 2023,FY23,4.84
Marketing & advertisement,JPN,January 2023,FY23,1.16
Interest cost,JPN,January 2023,FY23,
Gross Sales,JPC,January 2023,FY23,
GST,JPC,January 2023,FY23,0.0
Net Sales,JPC,January 2023,FY23,
COGS (food +packaging),JPC,January 2023,FY23,0.0
store Labor Cost,JPC,January 2023,FY23,0.0
Utility Cost,JPC,January 2023,FY23,0.0
Rent,JPC,January 2023,FY23,
CAM,JPC,January 2023,FY23,
Aggregator commission,JPC,January 2023,FY23,
Marketing & advertisement,JPC,January 2023,FY23,
Interest cost,JPC,January 2023,FY23,
Gross Sales,PTP,January 2023,FY23,
GST,PTP,January 2023,FY23,0.0
Net Sales,PTP,January 2023,FY23,
COGS (food +packaging),PTP,January 2023,FY23,0.0
store Labor Cost,PTP,January 2023,FY23,0.0
Utility Cost,PTP,January 2023,FY23,0.0
Rent,PTP,January 2023,FY23,
CAM,PTP,January 2023,FY23,0.0
Aggregator commission,PTP,January 2023,FY23,
Marketing & advertisement,PTP,January 2023,FY23,
Interest cost,PTP,January 2023,FY23,
Gross Sales,SEC,January 2023,FY23,
GST,SEC,January 2023,FY23,0.0
Net Sales,SEC,January 2023,FY23,
COGS (food +packaging),SEC,January 2023,FY23,0.0
store Labor Cost,SEC,January 2023,FY23,0.0
Utility Cost,SEC,January 2023,FY23,0.0
Rent,SEC,January 2023,FY23,
CAM,SEC,January 2023,FY23,
Aggregator commission,SEC,January 2023,FY23,
Marketing & advertisement,SEC,January 2023,FY23,
Interest cost,SEC,January 2023,FY23,
Gross Sales,SYH,January 2023,FY23,25.13
GST,SYH,January 2023,FY23,0.26
Net Sales,SYH,January 2023,FY23,24.87
COGS (food +packaging),SYH,January 2023,FY23,9.97
store Labor Cost,SYH,January 2023,FY23,3.1
Utility Cost,SYH,January 2023,FY23,1.39
Rent,SYH,January 2023,FY23,2.06
CAM,SYH,January 2023,FY23,0.0
Aggregator commission,SYH,January 2023,FY23,4.47
Marketing & advertisement,SYH,January 2023,FY23,2.0
Interest cost,SYH,January 2023,FY23,
Gross Sales,ETF,January 2023,FY23,16.48
GST,ETF,January 2023,FY23,0.78
Net Sales,ETF,January 2023,FY23,15.7
COGS (food +packaging),ETF,January 2023,FY23,4.6
store Labor Cost,ETF,January 2023,FY23,1.93
Utility Cost,ETF,January 2023,FY23,0.64
Rent,ETF,January 2023,FY23,2.22
CAM,ETF,January 2023,FY23,0.0
Aggregator commission,ETF,January 2023,FY23,0.0
Marketing & advertisement,ETF,January 2023,FY23,0.08
Interest cost,ETF,January 2023,FY23,
Gross Sales,GSC,January 2023,FY23,7.12
GST,GSC,January 2023,FY23,0.34
Net Sales,GSC,January 2023,FY23,6.78
COGS (food +packaging),GSC,January 2023,FY23,2.81
store Labor Cost,GSC,January 2023,FY23,2.2
Utility Cost,GSC,January 2023,FY23,0.0
Rent,GSC,January 2023,FY23,
CAM,GSC,January 2023,FY23,
Aggregator commission,GSC,January 2023,FY23,0.0
Marketing & advertisement,GSC,January 2023,FY23,0.03
Interest cost,GSC,January 2023,FY23,
Gross Sales,PRI,January 2023,FY23,
GST,PRI,January 2023,FY23,0.0
Net Sales,PRI,January 2023,FY23,
COGS (food +packaging),PRI,January 2023,FY23,0.0
store Labor Cost,PRI,January 2023,FY23,0.0
Utility Cost,PRI,January 2023,FY23,0.0
Rent,PRI,January 2023,FY23,
CAM,PRI,January 2023,FY23,
Aggregator commission,PRI,January 2023,FY23,0.0
Marketing & advertisement,PRI,January 2023,FY23,0.0
Interest cost,PRI,January 2023,FY23,
Gross Sales,ECN,January 2023,FY23,25.48
GST,ECN,January 2023,FY23,0.53
Net Sales,ECN,January 2023,FY23,24.95
COGS (food +packaging),ECN,January 2023,FY23,8.92
store Labor Cost,ECN,January 2023,FY23,2.88
Utility Cost,ECN,January 2023,FY23,0.83
Rent,ECN,January 2023,FY23,2.64
CAM,ECN,January 2023,FY23,0.41
Aggregator commission,ECN,January 2023,FY23,3.14
Marketing & advertisement,ECN,January 2023,FY23,0.25
Interest cost,ECN,January 2023,FY23,
Gross Sales,RGA,January 2023,FY23,12.71
GST,RGA,January 2023,FY23,0.09
Net Sales,RGA,January 2023,FY23,12.62
COGS (food +packaging),RGA,January 2023,FY23,4.6
store Labor Cost,RGA,January 2023,FY23,1.61
Utility Cost,RGA,January 2023,FY23,0.76
Rent,RGA,January 2023,FY23,0.35
CAM,RGA,January 2023,FY23,0.24
Aggregator commission,RGA,January 2023,FY23,2.32
Marketing & advertisement,RGA,January 2023,FY23,0.95
Interest cost,RGA,January 2023,FY23,
Gross Sales,MIL,January 2023,FY23,
GST,MIL,January 2023,FY23,0.0
Net Sales,MIL,January 2023,FY23,
COGS (food +packaging),MIL,January 2023,FY23,0.0
store Labor Cost,MIL,January 2023,FY23,0.0
Utility Cost,MIL,January 2023,FY23,0.0
Rent,MIL,January 2023,FY23,
CAM,MIL,January 2023,FY23,
Aggregator commission,MIL,January 2023,FY23,
Marketing & advertisement,MIL,January 2023,FY23,
Interest cost,MIL,January 2023,FY23,
Gross Sales,KCK,January 2023,FY23,24.72
GST,KCK,January 2023,FY23,0.0
Net Sales,KCK,January 2023,FY23,24.71
COGS (food +packaging),KCK,January 2023,FY23,9.56
store Labor Cost,KCK,January 2023,FY23,2.88
Utility Cost,KCK,January 2023,FY23,1.09
Rent,KCK,January 2023,FY23,0.37
CAM,KCK,January 2023,FY23,
Aggregator commission,KCK,January 2023,FY23,5.37
Marketing & advertisement,KCK,January 2023,FY23,1.67
Interest cost,KCK,January 2023,FY23,
Gross Sales,BVG,January 2023,FY23,18.1
GST,BVG,January 2023,FY23,0.25
Net Sales,BVG,January 2023,FY23,17.85
COGS (food +packaging),BVG,January 2023,FY23,6.76
store Labor Cost,BVG,January 2023,FY23,2.52
Utility Cost,BVG,January 2023,FY23,1.07
Rent,BVG,January 2023,FY23,1.34
CAM,BVG,January 2023,FY23,0.12
Aggregator commission,BVG,January 2023,FY23,2.7
Marketing & advertisement,BVG,January 2023,FY23,0.9
Interest cost,BVG,January 2023,FY23,
Gross Sales,CLA,January 2023,FY23,19.89
GST,CLA,January 2023,FY23,0.02
Net Sales,CLA,January 2023,FY23,19.87
COGS (food +packaging),CLA,January 2023,FY23,7.65
store Labor Cost,CLA,January 2023,FY23,2.85
Utility Cost,CLA,January 2023,FY23,0.97
Rent,CLA,January 2023,FY23,0.33
CAM,CLA,January 2023,FY23,
Aggregator commission,CLA,January 2023,FY23,4.15
Marketing & advertisement,CLA,January 2023,FY23,1.9
Interest cost,CLA,January 2023,FY23,
Gross Sales,IBC,January 2023,FY23,4.55
GST,IBC,January 2023,FY23,0.22
Net Sales,IBC,January 2023,FY23,4.34
COGS (food +packaging),IBC,January 2023,FY23,1.65
store Labor Cost,IBC,January 2023,FY23,1.25
Utility Cost,IBC,January 2023,FY23,0.58
Rent,IBC,January 2023,FY23,0.73
CAM,IBC,January 2023,FY23,
Aggregator commission,IBC,January 2023,FY23,0.0
Marketing & advertisement,IBC,January 2023,FY23,0.07
Interest cost,IBC,January 2023,FY23,
Gross Sales,VBP,January 2023,FY23,27.91
GST,VBP,January 2023,FY23,0.32
Net Sales,VBP,January 2023,FY23,27.59
COGS (food +packaging),VBP,January 2023,FY23,10.3
store Labor Cost,VBP,January 2023,FY23,2.79
Utility Cost,VBP,January 2023,FY23,0.81
Rent,VBP,January 2023,FY23,2.67
CAM,VBP,January 2023,FY23,0.47
Aggregator commission,VBP,January 2023,FY23,4.65
Marketing & advertisement,VBP,January 2023,FY23,1.51
Interest cost,VBP,January 2023,FY23,
Gross Sales,ADM,January 2023,FY23,39.54
GST,ADM,January 2023,FY23,0.25
Net Sales,ADM,January 2023,FY23,39.29
COGS (food +packaging),ADM,January 2023,FY23,14.5
store Labor Cost,ADM,January 2023,FY23,4.27
Utility Cost,ADM,January 2023,FY23,0.99
Rent,ADM,January 2023,FY23,3.03
CAM,ADM,January 2023,FY23,0.53
Aggregator commission,ADM,January 2023,FY23,7.24
Marketing & advertisement,ADM,January 2023,FY23,0.61
Interest cost,ADM,January 2023,FY23,
Gross Sales,SFC,January 2023,FY23,24.25
GST,SFC,January 2023,FY23,0.0
Net Sales,SFC,January 2023,FY23,24.25
COGS (food +packaging),SFC,January 2023,FY23,8.98
store Labor Cost,SFC,January 2023,FY23,2.92
Utility Cost,SFC,January 2023,FY23,0.91
Rent,SFC,January 2023,FY23,0.43
CAM,SFC,January 2023,FY23,0.05
Aggregator commission,SFC,January 2023,FY23,5.2
Marketing & advertisement,SFC,January 2023,FY23,1.66
Interest cost,SFC,January 2023,FY23,
Gross Sales,SCK,January 2023,FY23,24.57
GST,SCK,January 2023,FY23,0.01
Net Sales,SCK,January 2023,FY23,24.56
COGS (food +packaging),SCK,January 2023,FY23,9.63
store Labor Cost,SCK,January 2023,FY23,2.47
Utility Cost,SCK,January 2023,FY23,1.09
Rent,SCK,January 2023,FY23,0.4
CAM,SCK,January 2023,FY23,
Aggregator commission,SCK,January 2023,FY23,4.98
Marketing & advertisement,SCK,January 2023,FY23,1.51
Interest cost,SCK,January 2023,FY23,
Gross Sales,SES,January 2023,FY23,12.55
GST,SES,January 2023,FY23,0.0
Net Sales,SES,January 2023,FY23,12.55
COGS (food +packaging),SES,January 2023,FY23,5.02
store Labor Cost,SES,January 2023,FY23,1.93
Utility Cost,SES,January 2023,FY23,0.63
Rent,SES,January 2023,FY23,0.3
CAM,SES,January 2023,FY23,
Aggregator commission,SES,January 2023,FY23,2.58
Marketing & advertisement,SES,January 2023,FY23,1.82
Interest cost,SES,January 2023,FY23,
Gross Sales,JIG,January 2023,FY23,19.26
GST,JIG,January 2023,FY23,0.18
Net Sales,JIG,January 2023,FY23,19.07
COGS (food +packaging),JIG,January 2023,FY23,7.49
store Labor Cost,JIG,January 2023,FY23,3.06
Utility Cost,JIG,January 2023,FY23,1.22
Rent,JIG,January 2023,FY23,1.45
CAM,JIG,January 2023,FY23,0.09
Aggregator commission,JIG,January 2023,FY23,3.17
Marketing & advertisement,JIG,January 2023,FY23,2.07
Interest cost,JIG,January 2023,FY23,
Gross Sales,GCN,January 2023,FY23,14.07
